# Un caso por fila. dv_ms es el impulso tangencial planificado (signo = sentido); sens_m_per_mms es la separacion abierta en el encuentro por mm/s aplicado un medio periodo antes.
sigma_nav_m,sigma_obj_m,dInc_deg,vrel_ms,bplane_angle_deg,miss0_m,sens_m_per_mms,d_target_m,dv_ms,converged
12,30,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,209.3539049,0.01674098637,1
12,100,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,336.4810393,0.04489080112,1
12,300,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,706.3457578,0.1172468054,1
32.1,10,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,208.6059876,0.01655233895,1
32.1,30,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,228.6264334,0.02143980252,1
32.1,100,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,343.4797354,0.04632910148,1
32.1,300,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,708.7305542,0.1177024321,1
40,10,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,221.7177229,0.01978773608,1
40,30,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,238.8306592,0.02382668975,1
40,100,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,347.8463495,0.04722350366,1
40,300,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,710.2576213,0.1179941528,1
100,10,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,324.1936617,0.04235013282,1
100,30,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,331.9090048,0.0439478426,1
100,100,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,403.6595711,0.05849278309,1
100,300,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,732.3131479,0.1222047486,1
250,10,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,583.4090813,0.09365544758,1
250,30,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,586.567161,0.0942645844,1
250,100,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,621.0023121,0.1008943369,1
250,300,149.4145821,13865.06259,334.731361,154.8838927,2.257558576,854.6904301,0.1454908235,1
4.8,10,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,166.401272,-0.0003539273642,1
4.8,30,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,193.2210076,-0.002715948491,1
4.8,100,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,291.6237698,-0.009288380128,1
4.8,300,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,574.2200721,-0.02529619802,1
12,10,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,175.1372576,-0.001196035782,1
12,30,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,197.2327799,-0.00302714245,1
12,100,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,292.8991679,-0.00936585203,1
12,300,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,574.6475593,-0.02531960324,1
32.1,10,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,207.3682118,-0.003784666718,1
32.1,30,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,219.9297183,-0.004679155342,1
32.1,100,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,301.9190646,-0.009910868717,1
32.1,300,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,577.7672026,-0.02549037155,1
40,10,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,220.7098418,-0.004733393342,1
40,30,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,231.2338322,-0.00545264201,1
40,100,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,307.4425996,-0.01024229371,1
40,300,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,579.7598743,-0.02559941849,1
100,10,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,323.7811317,-0.01121353328,1
100,30,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,328.3225603,-0.01148132068,1
100,100,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,373.5803484,-0.01410918859,1
100,300,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,608.1414079,-0.02715007604,1
250,10,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,583.2434439,-0.02578999563,1
250,30,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,585.084975,-0.02589071182,1
250,100,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,605.508696,-0.02700642135,1
250,300,42.30447316,5186.82998,29.35064035,163.0516749,-8.13551494,756.1299775,-0.03517872473,1
4.8,10,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,165.5306624,0.009830775215,1
4.8,30,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,190.2225466,0.01141046941,1
4.8,100,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,281.4430193,0.01720499877,1
4.8,300,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,543.627293,0.03375110413,1
12,10,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,174.5780689,0.01041049908,1
12,30,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,194.5054295,0.0116837628,1
12,100,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,282.8162163,0.01729193947,1
12,300,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,544.0879671,0.03378012773,1
32.1,10,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,207.1254013,0.01248808328,1
32.1,30,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,218.1172758,0.01318761562,1
32.1,100,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,292.4758833,0.01790336259,1
32.1,300,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,547.447551,0.03399178712,1
40,10,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,220.512988,0.01333996964,1
40,30,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,229.6789386,0.01392254282,1
40,100,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,298.3514318,0.01827513855,1
40,300,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,549.5914486,0.03412685383,1
100,10,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,323.7011269,0.01987819237,1
100,30,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,327.6196308,0.02012586631,1
100,100,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,367.2743595,0.02263079275,1
100,300,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,579.9689824,0.0360404651,1
250,10,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,583.2113589,0.03624469667,1
250,30,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,584.7973473,0.03634459398,1
250,100,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,602.4468447,0.03745623483,1
250,300,76.29382905,8878.552924,350.6493857,33.11044511,1.105811268,735.1267604,0.04581040499,1
4.8,10,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,172.9713421,0,1
4.8,30,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,214.7779516,0,1
4.8,100,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,364.3020664,0.01304067212,1
4.8,300,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,792.476008,0.03767435742,1
12,10,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,179.8422948,0,1
12,30,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,217.5208339,0,1
12,100,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,365.1470559,0.01309939488,1
12,300,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,792.7583534,0.03768940433,1
32.1,10,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,209.5801356,0,1
32.1,30,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,234.9605379,0,1
32.1,100,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,371.2407866,0.01351941685,1
32.1,300,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,794.8236432,0.03779945099,1
40,10,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,222.5159469,0,1
40,30,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,244.4831361,0,1
40,100,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,375.0694463,0.0137803659,1
40,300,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,796.1472749,0.03786996267,1
100,10,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,324.5238166,0.01010206656,1
100,30,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,334.7351158,0.01089542339,1
100,100,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,425.4201439,0.017049171,1
100,300,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,815.3617819,0.0388921346,1
250,10,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,583.541881,0.0263087387,1
250,30,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,587.752285,0.02654421961,1
250,100,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,633.0696178,0.02905696695,1
250,300,23.91690124,2978.332808,181.410423,250.2779685,0.5091593621,924.7298244,0.04466768709,1
4.8,10,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,166.80228,0,1
4.8,30,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,194.5857548,0.002602864553,1
4.8,100,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,296.2490392,0.01109108528,1
4.8,300,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,588.1165064,0.03148418372,1
12,10,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,175.4007208,0.0005126962694,1
12,30,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,198.484735,0.002988224185,1
12,100,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,297.4844448,0.01118401949,1
12,300,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,588.5304473,0.03151209581,1
32.1,10,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,207.4841423,0.003844174761,1
32.1,30,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,220.7813502,0.005042924253,1
32.1,100,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,306.2398524,0.0118391602,1
32.1,300,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,591.5520164,0.03171580092,1
40,10,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,220.8039308,0.005044905678,1
40,30,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,231.9681007,0.006006182671,1
40,100,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,311.6157835,0.01223858772,1
40,300,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,593.4827541,0.03184592924,1
100,10,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,323.8194368,0.01313813008,1
100,30,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,328.6582479,0.01349228139,1
100,100,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,376.5384326,0.01693553335,1
100,300,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,621.0381653,0.03370020895,1
250,10,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,583.2588102,0.03115652919,1
250,30,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,585.2226666,0.03128901469,1
250,100,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,606.9678998,0.03275404232,1
250,300,81.48234611,9381.112436,329.6531204,171.2819244,7.237023056,765.9358353,0.04338269205,1
4.8,10,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,172.4268164,0.003256470766,1
4.8,30,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,213.0372813,0.00535553506,1
4.8,100,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,358.4546215,0.01281556083,1
4.8,300,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,774.9215976,0.03407420717,1
12,10,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,179.4251949,0.003619192647,1
12,30,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,215.8527056,0.005500631996,1
12,100,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,359.3232171,0.01285999527,1
12,300,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,775.2118706,0.03408900923,1
32.1,10,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,209.3723176,0.005166588098,1
32.1,30,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,233.6409519,0.006416439659,1
32.1,100,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,365.5816301,0.01318012924,1
32.1,300,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,777.334929,0.0341972713,1
40,10,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,222.3452977,0.005835074853,1
40,30,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,243.2983324,0.006913048365,1
40,100,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,369.5090186,0.01338100316,1
40,300,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,778.6953818,0.03426664521,1
100,10,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,324.4529796,0.01107538811,1
100,30,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,334.1319604,0.01157091242,1
100,100,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,420.8951997,0.01600790847,1
100,300,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,798.4272381,0.0352728138,1
250,10,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,583.5133701,0.02431082841,1
250,30,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,587.4980901,0.02451415648,1
250,100,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,630.5041199,0.02670837342,1
250,300,27.68053109,3438.496909,252.8562827,110.2915241,17.30456526,910.235413,0.04097345509,1
4.8,10,125.2183899,12762.54894,304.886244,257.961692,7.597059758,165.0510824,0,1
4.8,30,125.2183899,12762.54894,304.886244,257.961692,7.597059758,188.5467991,0,1
4.8,100,125.2183899,12762.54894,304.886244,257.961692,7.597059758,275.7403199,0.002292308735,1
4.8,300,125.2183899,12762.54894,304.886244,257.961692,7.597059758,526.4873072,0.03156033109,1
12,10,125.2183899,12762.54894,304.886244,257.961692,7.597059758,174.2778722,0,1
12,30,125.2183899,12762.54894,304.886244,257.961692,7.597059758,192.9969269,0,1
12,100,125.2183899,12762.54894,304.886244,257.961692,7.597059758,277.1751078,0.002474529275,1
12,300,125.2183899,12762.54894,304.886244,257.961692,7.597059758,526.9689277,0.03161423371,1
32.1,10,125.2183899,12762.54894,304.886244,257.961692,7.597059758,206.9968866,0,1
32.1,30,125.2183899,12762.54894,304.886244,257.961692,7.597059758,217.1413861,0,1
32.1,100,125.2183899,12762.54894,304.886244,257.961692,7.597059758,287.2324235,0.003741826824,1
32.1,300,125.2183899,12762.54894,304.886244,257.961692,7.597059758,530.4797004,0.03200703129,1
40,10,125.2183899,12762.54894,304.886244,257.961692,7.597059758,220.4089134,0,1
40,30,125.2183899,12762.54894,304.886244,257.961692,7.597059758,228.8462791,0,1
40,100,125.2183899,12762.54894,304.886244,257.961692,7.597059758,293.3230897,0.004501478861,1
40,300,125.2183899,12762.54894,304.886244,257.961692,7.597059758,532.7186597,0.03225742009,1
100,10,125.2183899,12762.54894,304.886244,257.961692,7.597059758,323.6589044,0.008213591002,1
100,30,125.2183899,12762.54894,304.886244,257.961692,7.597059758,327.2476678,0.008646091101,1
100,100,125.2183899,12762.54894,304.886244,257.961692,7.597059758,363.8726445,0.01299864292,1
100,300,125.2183899,12762.54894,304.886244,257.961692,7.597059758,564.3350968,0.0357843816,1
250,10,125.2183899,12762.54894,304.886244,257.961692,7.597059758,583.194431,0.03788116966,1
250,30,125.2183899,12762.54894,304.886244,257.961692,7.597059758,584.6455288,0.0380423055,1
250,100,125.2183899,12762.54894,304.886244,257.961692,7.597059758,600.823145,0.03983694443,1
250,300,125.2183899,12762.54894,304.886244,257.961692,7.597059758,723.7365009,0.05338675361,1
4.8,10,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,168.5768351,0.007601866273,1
4.8,30,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,200.5265199,0.01113273448,1
4.8,100,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,316.3340019,0.0222309342,1
4.8,300,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,648.4476319,0.05128291651,1
12,10,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,176.6078711,0.008533671853,1
12,30,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,203.9982335,0.01149411056,1
12,100,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,317.4212656,0.02232986525,1
12,300,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,648.8115092,0.05131415402,1
32.1,10,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,208.0276555,0.01190965602,1
32.1,30,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,224.6661852,0.01358813809,1
32.1,100,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,325.1830762,0.02303456728,1
32.1,300,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,651.4699908,0.05154235651,1
40,10,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,221.2459038,0.01324747677,1
40,30,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,235.3452355,0.01463951973,1
40,100,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,329.9941115,0.02347006425,1
40,300,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,653.1708673,0.05168834203,1
100,10,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,323.9999391,0.0229273202,1
100,30,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,330.232653,0.02349163236,1
100,100,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,389.9955837,0.02883517428,1
100,300,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,677.618159,0.05378526649,1
250,10,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,583.3312576,0.04568206856,1
250,30,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,585.8713219,0.04590099653,1
250,100,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,613.7864597,0.04830445409,1
250,300,108.2809681,11649.51769,193.9975512,122.0979052,2.628893259,810.2127852,0.06512251354,1
4.8,10,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,164.8370935,0,1
4.8,30,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,187.7927784,0,1
4.8,100,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,273.1708345,-0.005821991131,1
4.8,300,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,518.7635153,-0.02443344306,1
12,10,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,174.1457935,0,1
12,30,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,192.3222649,0,1
12,100,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,274.6352056,-0.005974120674,1
12,300,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,519.2552102,-0.0244659952,1
32.1,10,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,206.9407529,0,1
32.1,30,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,216.7113491,0,1
32.1,100,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,284.8820391,-0.006997419647,1
32.1,300,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,522.8386249,-0.02470301986,1
40,10,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,220.3634802,0,1
40,30,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,228.4804058,0,1
40,100,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,291.0742162,-0.007586430956,1
40,300,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,525.1231934,-0.02485394107,1
100,10,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,323.6404888,-0.01043816592,1
100,30,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,327.0852171,-0.01072193413,1
100,100,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,362.3721603,-0.01349983711,1
100,300,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,557.3296088,-0.02696698163,1
250,10,68.14749946,8053.189288,14.82341494,231.6835261,-4.000889028,583.1870489,-0.02864621855,1
